season,episode,character,dialogue
8,10,BERNADETTE,"No, I’m the worst. I’m a terrible person."
8,10,DAN,"Come on, don’t cry. It’s okay."
8,10,BERNADETTE,It’s not okay. How can I even work here anymore?
8,10,PENNY,Because this company needs you.
8,10,DAN,It’s fine. We don’t mind paying for the coffee.
8,10,BERNADETTE,I can’t let you do that.
8,10,DAN,Maybe we could get you an espresso machine for your office.
8,10,BERNADETTE,I guess that would be all right.
8,10,PENNY,See? You don’t have to be mean to get what you want.
8,10,BERNADETTE,You’re right. Now where did we land on my bathroom?
8,10,LEONARD,Hey.
8,10,SHELDON,Hello.
8,10,LEONARD,How come you’re up so late?
8,10,SHELDON,"I posted the last episode of Fun with Flags hours ago, and not a single person cared enough to comment. All that effort for nothing."
8,10,LEONARD,"Mm. I know how you feel. I spent the day throwing out a man’s entire career, and all that’s left is an old bottle of champagne and a naked lady pen that Raj took when he thought no one was looking."
8,10,SHELDON,It’s not the same thing. I don’t think you know how I feel at all.
8,10,LEONARD,Sad?
8,10,SHELDON,Hmm. You do get me. Someone left a comment.
8,10,LEONARD,Yeah. What did they say?
8,10,SHELDON,"Too bad your show is done. I kind of liked it. Leonard, did you hear that? Oh, the people are heartbroken. I can’t take this away from the world. Fun with Flags is back."
8,10,LEONARD,Congratulations.
8,10,SHELDON,Let’s celebrate.
8,10,LEONARD,"Sheldon, that wasn’t for you."
8,10,SHELDON,"Oh, no, I’m not going to drink it. I just wanted to hear the pop. Yeah, I knew it was coming. Still scary."
8,10,SHELDON,LeVar Burton?    LeVar Burton?    LeVar Burton?
8,10,LEVAR,Ugh. What are you doing here?
8,10,SHELDON,"You told me not to call, and I didn’t know how else to give you the good news. Fun with Flags is back, and you can be in the next episode."
8,10,LEVAR,"Wil Wheaton said, get a gate. I don’t know why I didn’t get a gate."
8,10,SHELDON,"You, at least listen to the premise. Since you were born in Germany, I thought we could talk"
8,11,PENNY,"Hey, how are things going with your parents?"
8,11,SHELDON,"You know, speaking of attorneys, if I ever needed a lawyer, I would not hire She-Hulk."
8,11,PENNY,"You know what? That was almost on topic. I’m gonna say good job, Sheldon."
8,11,AMY,"Wait, She-Hulk’s a lawyer?"
8,11,HOWARD,"Yeah, she works at a law firm in New York."
8,11,SHELDON,"Yes, but she’s the only monster at the firm. Between you, me and the wall, I think she’s an affirmative action hire."
8,11,RAJ,"Anyway, Dad’s gonna be here in town, so I won’t be able to do Christmas dinner this year."
8,11,AMY,"If you’re not up to hosting Christmas dinner, I’m happy to do it. You can even bring your father."
8,11,RAJ,That would be nice.
8,11,AMY,"I’ve always wanted to do a traditional Victorian Christmas. Parlour games, goose and figgy pudding."
8,11,SHELDON,"Ugh. English pudding. You get yourself all excited for pudding, and here comes a cake with raisins in it. I’m not going."
8,11,AMY,You’re going.
8,11,SHELDON,Why do you hate me?
8,11,AMY,I don’t hate you. I love you.
8,11,SHELDON,"Well, you call it love, but it has a lot of raisins in it."
8,11,RAJ,"Amy, good luck getting these guys excited about a dinner with a theme. I gave up when no one cared about my Tom Hanks-giving."
8,11,BERNADETTE,I think a Victorian Christmas sounds nice.
8,11,HOWARD,I agree.
8,11,LEONARD,Why not?
8,11,PENNY,"Me, too."
8,11,RAJ,You guys suck.
8,11,LEONARD,"You know the best part of working in the clean room? No allergies. Check it out. Oh, that, that, that’s a lot of oxygen."
8,11,HOWARD,We should get going to Amy’s.
8,11,LEONARD,Can you believe there was a time when we would have needed an array of giant Cherenkov telescopes to detect cosmic particles? And here we are building our own multi-wire detector like a couple of badasses.
8,11,HOWARD,"I know. If we were still single, we’d be tripping over all that booty."
8,11,LEONARD,"Ladies do love a man dressed like a kitchen garbage bag. Oh, no."
8,11,HOWARD,How the hell did a pigeon get in here?
8,11,LEONARD,"You shut the loading doors, right?"
8,11,HOWARD,I thought you did.
8,11,LEONARD,Do you know what a disaster this is?
8,11,HOWARD,"You mean ’cause this room isn’t supposed to have dust in it, and we just let in a flying crap machine?"
8,11,LEONARD,What do we do? Should we call someone?
8,11,HOWARD,And tell them that we compromised all the equipment? Let’s just get it out of here before anyone knows.
8,11,LEONARD,"Okay, how do we catch it?"
8,11,HOWARD,"Well, what if we turn off all the lights except for one, and it’ll come to it."
8,11,LEONARD,It’s not a moth.
8,11,HOWARD,Don’t yell at me. You’re not gonna get any good ideas out of me if you’re yelling.
8,11,LEONARD,"Okay, so if I remain calm, I’ll get more gems like turn off the lights?"
8,11,HOWARD,"Great, we’re turning on each other. That’s just what the bird wants us to do."
8,11,PENNY,"So, Dr. Koothrappali, long flight?"
8,11,DR KOOTHRAPPALI,Twenty hours.
8,11,PENNY,"Oh, that’s rough."
8,11,DR KOOTHRAPPALI,"Not at all. Did you know that when you fly transcontinental without your wife, you don’t pray for the plane to crash?"
8,11,RAJ,Can we please talk about anything else?
8,11,DR KOOTHRAPPALI,Forgive me. How are you and Leonard?
8,11,PENNY,"Oh, great. Everything’s good."
8,11,DR KOOTHRAPPALI,I see you got engaged.
8,11,PENNY,"Yes, we did."
8,11,DR KOOTHRAPPALI,Let me tell you a story.
8,11,RAJ,Dad.
8,11,DR KOOTHRAPPALI,Sorry. I’m sure you won’t grow to hate each other.
8,11,AMY,What’s going on?
8,11,RAJ,There’s been a problem with an experiment. A bird got into the clean room.
8,11,DR KOOTHRAPPALI,You want me to come?
8,11,RAJ,"Uh, no. You had a long flight. You stay here and relax."
8,11,DR KOOTHRAPPALI,"Relax. Easy for you to say. Your mother isn’t cleaning out your bank account. Forty years, the woman never cleaned a thing."
8,11,PENNY,You’re just gonna leave him here?
8,11,DR KOOTHRAPPALI,"Relax, he says."
8,11,RAJ,Yup. Bye.
8,11,SHELDON,"Yeah, I appreciate the ride."
8,11,SHELDON,"Because in the last ten minutes, Santa came to town, kissed Mommy and ran Grandma over with a reindeer. I had a drunk uncle who did all those things. Nobody sings songs about him."
8,11,BERNADETTE,Maybe you’d like it more if you thought of Santa as a superhero and his power is bringing joy to children.
8,11,SHELDON,"My uncle was accused of that, too. It turned out to be legal in Oklahoma."
8,11,BERNADETTE,"Okay, new subject. Let’s talk about presents. What did you get Amy?"
8,11,SHELDON,"Oh, we’re not exchanging gifts."
8,11,BERNADETTE,"Come on, Sheldon, you have to get her something."
8,11,SHELDON,"Why should I? She knows that I don’t like Christmas, and yet, every year, she forces me to celebrate it. Not only am I going to this foolish dinner against my will, at the Christmas tree lot, there was mistletoe, and she kissed me under it in public. Like we were the stars of a Tijuana sex show."
8,11,BERNADETTE,She’s just excited about the holidays.
8,11,SHELDON,"Yes, and she’s not taking my feelings into account at all. Maybe it’s time I teach her a lesson."
8,11,BERNADETTE,How?
8,11,SHELDON,"Hmm. It’d have to be something heinous, something that makes her as miserable as she’s making me. Oh, I’ve got it. This is good."
8,11,BERNADETTE,What?
8,11,SHELDON,I’m going to buy her a present.
8,11,BERNADETTE,"Yeah, you’re gonna have to walk me through that."
8,11,SHELDON,"With gift-giving, there’s an implied social contract. If I show up tonight with a present, and she doesn’t have one for me, she’ll feel terrible."
8,11,BERNADETTE,Then you’re both sad?
8,11,SHELDON,"Yes. Maybe she’ll feel so guilty, she’ll never make me celebrate the holidays again."
8,11,BERNADETTE,So your evil plot here is to buy your girlfriend a present?
8,11,SHELDON,"That’s right. So stay on my good side, or I’ll get you a little something, too."
8,11,HOWARD,"Okay, here’s the plan. I’m gonna put the food in the bag, and when he lands in the bag to eat it, we close it up."
8,11,LEONARD,A Slim Jim?
8,11,HOWARD,It’s all I could find. It’ll work.
8,11,LEONARD,Sure. If the pigeon’s stoned or a trucker.
8,11,HOWARD,"Okay, well, what’s your plan?"
8,11,LEONARD,I told you my plan. Let’s call Building Services and get help.
8,11,HOWARD,And admit that we contaminated the clean room?
8,11,LEONARD,"No, admit that you contaminated the clean room."
8,11,HOWARD,Why do you keep assuming it was me?
8,11,LEONARD,"Because you do this kind of thing all the time, and then you try to cover it up."
8,11,HOWARD,Like when?
8,11,LEONARD,"What about when you flipped the Mars Rover, or lost Koothrappali’s dog, or almost drove off with that baby?"
8,11,HOWARD,"Again, it looked like my car, and the baby didn’t even cry until his mother punched me with her keys."
8,11,LEONARD,"Fine, put the Slim Jim in the garbage bag."
8,11,HOWARD,"Well, what if you said it without sounding so condescending?"
8,11,LEONARD,"I can try, but your plan has the words garbage bag and Slim Jim in it."
8,11,RAJ,"Hey, what’s going on?"
8,11,LEONARD,Oh. Genius here wants to catch a bird with a garbage bag and a Slim Jim.
8,11,RAJ,Should have put it in the bag first.
8,11,PENNY,"So, if you don’t mind me asking, do you think you might start dating again?"
8,11,DR KOOTHRAPPALI,It’s much too soon for that. Why? Do you know someone?
8,11,PENNY,"No, but if things don’t work out with me and Leonard, I’ll give you a call. Wait. How much do you talk about Star Trek?"
8,11,AMY,"Okay, let’s get this Victorian party started. I’ve done some research about some traditional parlour games we can play."
8,11,PENNY,Like what?
8,11,AMY,"Well, there’s a fun one called Ball of Wool. You take a ball of wool, and you put it right in the centre of the table. Then people sit on opposite sides of the table and try to blow the wool off."
8,11,PENNY,"Sorry. She’s taken, too."
8,11,HOWARD,You know what I think your problem is? You’re jealous because you and I used to be best friends until Koothrappali came along.
8,11,LEONARD,And you found somebody you could push around?
8,11,RAJ,Hey.
8,11,HOWARD,Stay out of this.
8,11,RAJ,Okay.
8,11,HOWARD,"You know, maybe I’m best friends with Raj because he doesn’t think he’s smarter than me."
8,11,RAJ,Actually.
8,11,HOWARD,"I said, stay out of it."
8,11,LEONARD,"No, no, no. No, Raj, go ahead, say what you were gonna say."
8,11,RAJ,"All I’m gonna say is you guys need to stop this right now. It. it’s bad enough that my parents are fighting, now I have to hear the two of you? And who cares who’s smarter? If it’s Leonard or me or, you know, it’s Christmas, let’s say it’s Howard."
8,11,HOWARD,"Well, if you’re so smart, you get the bird out."
8,11,RAJ,"No, you’re the one who let him in."
8,11,HOWARD,How do you know it wasn’t Leonard?
8,11,RAJ,Come on.
8,11,BERNADETTE,What about that sweater?
8,11,SHELDON,"No, it’s not good enough. It has to be perfect."
8,11,BERNADETTE,I think the nicest gifts I’ve got from Howie show how well he knows me.
8,11,SHELDON,"Hmm. Let’s see, what do I know about Amy? She loves medieval literature, Chaucer’s her favourite. And her eyes sparkle when she watches old French movies. I enjoy how harp music causes her fingers to dance as if she’s playing along."
8,11,BERNADETTE,"Wow, you really do love her."
8,11,SHELDON,"I do. Now, let’s find the kind of gift that makes her feel small and worthless."
8,11,AMY,You won.
8,11,PENNY,"Certainly doesn’t feel like it, does it?"
8,11,DR KOOTHRAPPALI,"You know, my wife used to throw theme parties like this all the time."
8,11,PENNY,"Oh, I guess that’s where Raj gets it from."
8,11,DR KOOTHRAPPALI,"Well, he and his mother spent a lot of time together when he was young. I was always working."
8,11,PENNY,"Hey, you know, Raj is dating a doctor who works a lot. Him and his mom have a type. You, you got to laugh at that, right? No? All right."
8,11,SANTA,"All right, let me see if I’ve got this straight. A picture of you on my lap is a way to punish your girlfriend for making you celebrate Christmas?"
8,11,SHELDON,Correct.
8,11,SANTA,Santa thinks dating you may be punishment enough.
8,11,SHELDON,There’s an argument for that. But I want to make sure.
8,11,PHOTOGRAPHER,Smile.
8,11,SANTA,"Ho, ho. ho."
8,11,LEONARD,"Okay. On the count of three, I’ll shoot the fire extinguisher and get him airborne. Howard, you wave the blanket and guide him towards the exit. Raj, you hold open the curtain so he can fly out."
8,11,HOWARD,Are you sure a dummy like me can handle something as complicated as a blanket?
8,11,LEONARD,Do you want the fire extinguisher?
8,11,HOWARD,"Yeah, I do."
8,11,LEONARD,Great. Here you go.
8,11,HOWARD,"Okay. One, two, three."
8,11,RAJ,"Uh, you have to take the pin out."
8,11,LEONARD,"You miss the blanket now, don’t you?"
8,11,HOWARD,"On three. One, two, three."
8,11,RAJ,What did you do?
8,11,HOWARD,"It was an accident. Oh, my God. Oh, my God."
8,11,LEONARD,"Relax, it wasn’t your fault."
8,11,HOWARD,"Uh, maybe it’s just stunned."
8,11,RAJ,"Dude, it’s not breathing."
8,11,HOWARD,"Oh, no. I killed it. Oh, not again."
8,11,RAJ,"What do you mean, not again?"
8,11,HOWARD,"When I was ten, I was playing in my backyard and sat on a blue jay. I mean, I tried to bring it back to life with electricity, but it just caught on fire. The worst part was it smelled delicious."
8,11,LEONARD,"Uh, guys, I found an article here that says you can do CPR on birds."
8,11,HOWARD,Great. Do it.
8,11,LEONARD,"I’m not doing it. You killed him, you do it."
8,11,RAJ,I’ll do it.
8,11,HOWARD,No. I need to do it. This is on me.
8,11,LEONARD,Okay. Mouth over beak and light chest compressions.
8,11,RAJ,"Don’t blow too hard. If you pop him, I will vomit."
8,11,LEONARD,Anything?
8,11,HOWARD,I am tasting a lot of Slim Jim.
8,11,LEONARD,"Wait, wait, his wing moved."
8,11,HOWARD,"Oh, he blinked his eyes. He’s alive."
8,11,RAJ,It’s a Christmas miracle.
8,11,HOWARD,"I might argue a Hanukkah miracle, but I’ll take it. Come on, little guy, let’s get you outside. Get the curtain."
8,11,RAJ,Someone should really close that loading door.
8,11,RAJ,"Well, that’s that. The room’s compromised. They’ll have to change all the filters, probably shut it down for weeks."
8,11,HOWARD,"You were right. Go ahead, call Building Services. Tell them it was my fault."
8,11,LEONARD,"No, we’re both to blame. You know, let me take the heat on this one."
8,11,RAJ,"Yeah, just leave me out of it. You know if they come here and see crap everywhere, they’re just gonna blame the Indian guy."
8,11,PENNY,It’s kind of boring. Although it did get exciting for a minute when Amy inhaled a wool ball. How much longer do you think you’ll be?
8,11,LEONARD,I don’t know. There’s still a bird in here. We are gonna get in a ton of trouble.
8,11,PENNY,"Honey, it’s Christmas Eve. Who even knows you’re in there?"
8,11,LEONARD,"No, our names are on the sign-in sheet."
8,11,PENNY,So erase them and walk out.
8,11,LEONARD,I can’t do that.
8,11,HOWARD,Can’t do what?
8,11,LEONARD,She says take our names off the sign-in sheet and leave.
8,11,HOWARD,We can’t do that.
8,11,LEONARD,Yeah.
8,11,RAJ,"Mmm. Amy, that pudding was delicious."
8,11,SHELDON,If you like raisins.
8,11,AMY,Thank you. And it’s figs.
8,11,SHELDON,"Oh. Oh, in that case, it was pretty good."
8,11,BERNADETTE,You feeling okay? You hardly touched your goose.
8,11,HOWARD,It smelled too much like blue jay.
8,11,DR KOOTHRAPPALI,Can I help you clean up?
8,11,AMY,"Oh, you Heimliched a ball of wool out of me; you’re good."
8,11,SHELDON,"Uh, what do you say we exchange gifts?"
8,11,PENNY,"Oh, Sheldon, we didn’t bring any."
8,11,LEONARD,I thought you hate giving gifts.
8,11,SHELDON,"Yeah, I do. Which is why I got Amy this."
8,11,AMY,You got me something?
8,11,SHELDON,"Oh, not just something, no. It’s from the heart, it’s holiday-themed, and I swallowed the gift receipt so you cannot return it."
8,11,AMY,Look at you on Santa’s lap. That’s so sweet.
8,11,SHELDON,Of course it is. It’s the perfect gift. How are you feeling right now? Guilty? Sad? Wishing you were Jewish?
8,11,AMY,"No, I love it."
8,11,SHELDON,"Oh, really? Well, how about now?    Happy holidays to my dear Amy. I hope you treasure this as much as I treasure you.    And you got me nothing. Christmas is ruined. Let’s never speak of it again. Well, this was fun."
8,11,AMY,"Actually, I did get you something."
8,11,SHELDON,But what about our agreement?
8,11,AMY,"Well, you got me something. Here."
8,11,SHELDON,Cookies?
8,11,AMY,They’re your Meemaw’s Christmas cookies. I called and got the recipe.
8,11,SHELDON,They’re perfect. It tastes like her hugs.
8,11,AMY,"Merry Christmas, Sheldon."
8,11,SHELDON,"I can’t believe this. You’re happy, I’m happy. Well, maybe a holiday that’s all about giving isn’t so… Get your hand out of that box."
8,11,AMY,Okay. The next game is called Hot Boiled Beans.
8,11,PENNY,Of course it is.
8,11,AMY,"One person is sent out of the room while the others hide a small item. Then they invite the first person back by saying hot boiled beans and bacon for supper, hurry up before it gets cold."
8,11,RAJ,"If you people think this is better than Tom Hanks-giving, you’re all crazy."
8,12,SHELDON,What colour would you like to be?
8,12,LEONARD,"Well, I’d like to be green, but you know you always take it."
8,12,SHELDON,"That’s not true. Any colour’s fine with me. Yeah, I could be a-a combination of blue and yellow."
8,12,LEONARD,Blue and yellow make green.
8,12,SHELDON,"Well, then it’s settled."
8,12,PENNY,Hi. Ready to go?
8,12,SHELDON,"Oh, good news, we ordered lunch, so we can all stay here and play Lord of the Rings Risk."
8,12,AMY,"Sheldon, we said that we would play games with you tonight."
8,12,SHELDON,"Oh, no, we’ll still be playing it tonight, this game can easily take eight hours."
8,12,PENNY,"Sweetie, you really thought I’d want to do this?"
8,12,LEONARD,No.
8,12,PENNY,"Well, did you tell him that?"
8,12,LEONARD,Yes.
8,12,PENNY,Did you say it out loud with words?
8,12,LEONARD,No.
8,12,PENNY,I don’t want to spend the whole day playing a board game.
8,12,SHELDON,"Yeah, well, you may change your mind when you hear that this is the new expanded edition which contains a more complete map of Middle Earth, now including the Haradwaith Territories."
8,12,AMY,I will literally race you to the car.
8,12,LEONARD,"No, no, no, come on, don’t leave. Just try it."
8,12,PENNY,"No. We’re always doing what you guys want. Just once, it’d be nice if you did something we wanted."
8,12,SHELDON,You want to be green?
8,12,LEONARD,"You know, they really have tried to like a lot of the same stuff we’re into."
8,12,PENNY,"Yeah, we do game nights and video game nights and we watch movies with director’s commentary."
8,12,AMY,"Oh, my favourite, George Lucas can talk all the way through Star Wars, I say one word and I’m banished to the kitchen."
8,12,PENNY,"Yeah, today Amy and I are deciding what we’re all gonna do."
8,12,LEONARD,"You got it, you girls are in charge."
8,12,PENNY,Thank you.
8,12,AMY,Sheldon?
8,12,SHELDON,"Fine. Now that we’re not playing, you can be green."
8,12,LEONARD,Thank you.
8,12,SHELDON,"And since you’re green this time, I can be it next time."
8,12,PENNY,"All right, let’s see. What’s something fun the guys would never take us to do? Oh, I know, we could go horseback riding."
8,12,AMY,"I actually can’t. My hips don’t open wider than 22 degrees. I rode a very thin pony once. On the first bump, just popped right off."
8,12,PENNY,"All right, well, what do you want to do?"
8,12,AMY,There’s a craft and folk art museum on Wilshire.
8,12,PENNY,"Well, that’s Wilshire’s problem. Come on, you know, there, there’s got to be something fun we could do that the guys will hate."
8,12,LEONARD,"Hang on, why do we have to hate it?"
8,12,PENNY,"Three words, Doctor Who convention."
8,12,LEONARD,I did not force you to go to that.
8,12,PENNY,You walked out of the house in a fez and bow tie. I went so you didn’t get beat up.
8,12,LEONARD,I wasn’t gonna get beat up.
8,12,PENNY,"You were, but somehow I held myself back."
8,12,SHELDON,You know what you could make us do? Ice-skating. The cold air will trigger Leonard’s asthma and it plays right into my well-known fear of getting flattened by a Zamboni.
8,12,LEONARD,Now you’re helping them find ways to make us miserable?
8,12,SHELDON,"Well, I’m sorry, Leonard, I’m a problem-solver, it’s what I do."
8,12,AMY,I actually can’t go ice-skating. I have unnaturally brittle ankles.
8,12,PENNY,Is there any part of your body that’s normal?
8,12,RAJ,"Oh, my God, oh, my God, oh, my God."
8,12,HOWARD,Will you please relax?
8,12,RAJ,"I can’t take it, dude."
8,12,BERNADETTE,You okay?
8,12,RAJ,"No, I’m not okay. I feel like I’m gonna jump out of my skin."
8,12,BERNADETTE,I told you not to wax down there. It’s itchy when it grows back.
8,12,RAJ,I’m worried about the New Horizons space probe.
8,12,BERNADETTE,What’s he talking about?
8,12,HOWARD,"Nine years ago he was part of a team that launched a spacecraft to collect data about Pluto, and it’s finally close enough, so this morning it turned itself on."
8,12,RAJ,We hope. The signal has to travel over three billion miles. So it’s gonna be hours before we know if it even survived.
8,12,HOWARD,Now we get to see him flip out because he’s worried it was demolished by space ice.
8,12,RAJ,Space ice is no joke. I can’t even watch Frozen anymore.
8,12,AMY,"Ooh, the philharmonic is playing Beethoven downtown."
8,12,SHELDON,"Before you say yes, it’s not the movie about the big dog."
8,12,PENNY,How come we can’t think of something we both want to do?
8,12,AMY,Because you always pick what we do and I just go along with it.
8,12,LEONARD,"Ah, interesting, we’re being accused of making you do things you don’t like, and here you are, doing the same thing to poor Amy."
8,12,SHELDON,You should point out the hypocrisy of that.
8,12,LEONARD,That’s what I was doing.
8,12,SHELDON,"Oh, that wasn’t clear. Try it again, but this time drive it home with how do you like them apples, Missy?"
8,12,PENNY,"All right, keep thinking."
8,12,SHELDON,"You’re making it too complicated. Why not stick to the basics? Go shopping for clothes while Leonard and I sit in those uncomfortable chairs and hold your purses, hmm? I know I’d hate that. Leonard?"
8,12,LEONARD,"Well, yeah."
8,12,SHELDON,"Well, then, it’s settled?"
8,12,AMY,What do you say? Sounds kind of perfect.
8,12,PENNY,"It does, somehow he managed to take all the fun out of it."
8,12,SHELDON,"Well, once again, it’s what I do."
8,12,RAJ,"Oh, another two hours to go. The wait is killing me."
8,12,HOWARD,"I know. I get it. When I was in the Soyuz capsule returning from the space station, plummeting toward Earth at 17,000 miles per hour…"
8,12,RAJ,"Before you finish, is this a story about patience and waiting or just another reminder that you went to space?"
8,12,HOWARD,A story can do two things.
8,12,RAJ,"Ugh, I feel like I’m gonna have a heart attack."
8,12,HOWARD,"You work in pharmaceuticals, don’t you have anything you can give him?"
8,12,BERNADETTE,"All I have is our new urine flow drug. Won’t help with his anxiety, but it’s so strong, when he pees he’ll fly around the room like he’s got a jet pack."
8,12,RAJ,I can’t stop thinking about it.
8,12,BERNADETTE,"You know, worrying won’t have any effect on what happens."
8,12,RAJ,I know.
8,12,HOWARD,Maybe you need to do something more productive.
8,12,RAJ,"Okay. If I make this shot in the trash can, the probe will have arrived in perfect working order."
8,12,HOWARD,"So, in addition to being crazy, you’re resting the fate of the mission on your athletic prowess."
8,12,RAJ,Yes.
8,12,HOWARD,The man who crashed his stationary bike.
8,12,RAJ,"I didn’t crash it, okay? My playlist was too up-tempo, I got light-headed and I fell off. Okay. It all comes down to this."
8,12,HOWARD,You happy? Now you can relax.
8,12,RAJ,What kind of scientist are you? Everyone knows you got to make two out of three.
8,12,LEONARD,This isn’t so bad.
8,12,SHELDON,"That’s easy for you to say. Your chair’s not facing the lingerie section. Boy, that’s a lot of panties."
8,12,AMY,You guys comfy? This might take a while.
8,12,SHELDON,I don’t understand why women insist on making a big production out of buying clothes.
8,12,PENNY,"No, you’re right, we should do what you do. Have our mom send us pants from the Walmart in Houston."
8,12,SHELDON,They have a man there who understands my personal style.
8,12,PENNY,Bye.
8,12,LEONARD,"Uh, I’ve got some bad news. There’s no cell service in here."
8,12,SHELDON,"Oh. Well, that’s all right. There were plenty of ways to pass the time before smart phones were invented."
8,12,LEONARD,That’s true.
8,12,SHELDON,I’ll look them up. Son of a biscuit.
8,12,LEONARD,"Sheldon, it’s fine."
8,12,SHELDON,"No, it’s not fine. What kind of store in the 21st century doesn’t at least have Wi-Fi? I’m going to call their corporate office. Son of a biscuit."
8,12,SHELDON,"Let’s see, my armies are going to attack the Shire from Buckland. And I roll a five and a three."
8,12,LEONARD,"Okay. And to defend, I roll two sixes. I win."
8,12,SHELDON,"Boy, double-sixes again. You know, if I hadn’t seen it with my own eyes, I wouldn’t believe it. I wonder how long we’re gonna be stuck here."
8,12,LEONARD,"I don’t know, but the girls do a lot for us. It’s the least we can do."
8,12,SHELDON,"Oh, that’s true. I suppose it’s only fair we make compromises."
8,12,LEONARD,"Look at you, being all mature."
8,12,SHELDON,"I don’t know why you’re so surprised. If there’s one thing I know about after living with you for so many years, it’s how to compromise."
8,12,LEONARD,"I, I’m sorry? You make compromises for me?"
8,12,SHELDON,All the time.
8,12,LEONARD,"On Earth? In our lives? That, that, that we’re living?"
8,12,SHELDON,"Oh, yes. I, just yesterday, you had a, a big piece of lettuce stuck in your teeth at lunch. Did I say anything? No. I compromised and kept my mouth shut. Like you should’ve, because everyone was laughing at you."
8,12,LEONARD,That is not a compromise. A compromise is me driving you everywhere because you refuse to learn how.
8,12,SHELDON,"Oh, I learned how. Amy taught me."
8,12,LEONARD,What? Then. then why don’t you do it?
8,12,SHELDON,"Uh, well, it’s scary. And sometimes I get the pedals mixed up. But, more importantly, driving me to work is one of the things that gives your life purpose. I can’t take that away from you, so what do I do? Oh, come on, I’m practically feeding you the answer. I compromise."
8,12,RAJ,"Hey, uh, thanks for keeping me company."
8,12,HOWARD,"I’m happy to. I think getting out of the apartment will do you good. So, where we headed?"
8,12,RAJ,"If it’s okay with you, I’d like to go to temple."
8,12,HOWARD,"Buddy, trust me, you don’t want to convert to Judaism. I mean, I know I make it look cool, but it’s not all briskets and dreidels."
8,12,RAJ,I meant a Hindu temple.
8,12,HOWARD,"Oh. Okay. It’s not like Indiana Jones and the Temple of Doom, right? Some bald guy with horns isn’t gonna rip my heart out."
8,12,RAJ,"Dude, that movie’s an imperialist fantasy that makes the followers of a beautiful and peaceful religion look like a bunch of bloodthirsty barbarians."
8,12,HOWARD,You love that movie.
8,12,RAJ,"Yeah, it’s pretty great."
8,12,HOWARD,I’m surprised to see you suddenly get religious.
8,12,RAJ,Why?
8,12,HOWARD,"Well, because I’ve known you for ten years and you’ve never gone to temple, you never talked about believing in God, and last Diwali I watched you eat two pounds of sacred cow at a Brazilian steak house."
8,12,RAJ,"Religion is a very personal thing. I do go to temple, I just, I don’t talk about it."
8,12,HOWARD,"Yeah, but you’re a scientist."
8,12,RAJ,So?
8,12,HOWARD,"So, as a scientist, you believe the way to understand the universe is through facts and evidence, and now you’re counting on some blue chick with a hundred arms to help you?"
8,12,RAJ,That is so offensive. Does everything you know about Hinduism come from Indiana Jones?
8,12,HOWARD,No. There’s also Apu from The Simpsons.
8,12,RAJ,"Well, lots of scientists believe in God. Okay? Newton, uh, Faraday, uh, Pascal, all were believers. Even Einstein was famous for attacking quantum theory on the grounds that God does not play dice with the universe."
8,12,HOWARD,"Well, of course he believed in God. he slept with Marilyn Monroe."
8,12,RAJ,Actually there’s no proof of that.
8,12,HOWARD,"You believe in your religion, I’ll believe in mine."
8,12,AMY,How’s it going in there?
8,12,PENNY,"Uh, not really a great outfit for work, unless something opens up in the hookers and whores division. Hey, can I ask you something?"
8,12,AMY,Sure.
8,12,PENNY,Do I really force you to do things you don’t want to?
8,12,AMY,"Yeah, but it’s okay."
8,12,PENNY,How is it okay?
8,12,AMY,"I promised myself, if I ever got friends, I’d do whatever they said. Really, I’m lucky you found me before a cult did."
8,12,PENNY,"Well, you know, that was a long time ago. You’re a different woman now. You’re smart, you’ve got great friends, you’ve got a boyfriend, you’re pretty, you have zero fashion sense, but, anyway, tonight we’re gonna do whatever you want."
8,12,AMY,Really?
8,12,PENNY,"Absolutely. You name it, we’re doing it."
8,12,AMY,Basket weaving at the craft museum.
8,12,PENNY,"Well, you named it."
8,12,SHELDON,"Oh, here’s another one. I wish that the apple pancake mix was on the top shelf because it starts with an A, but I don’t put it there because I don’t want you breaking one of your little legs when you’re supposed to be making my breakfast."
8,12,LEONARD,Is it my turn to talk about the compromises I make?
8,12,SHELDON,"I wasn’t done, but go ahead. He said, compromising."
8,12,LEONARD,"Because of you, I’m not allowed to adjust the temperature in my own home. I’m not allowed to whistle. I don’t wear shoes that might squeak."
8,12,SHELDON,"Well, you’re a physicist, not a circus clown."
8,12,LEONARD,"Sheldon, do you realize I don’t live with the woman I love because of you? No other reason. Just you."
8,12,SHELDON,Is that true?
8,12,LEONARD,"Yes, it’s true. The last time I brought it up, you had an emotional breakdown and got on a train and ran away."
8,12,SHELDON,"Well, given my history on the subject, t seems a little reckless to bring it up now."
8,12,LEONARD,You have no idea how much you inconvenience the lives of everyone around you. It’s exhausting.
8,12,SHELDON,"You know what? You think you’re so tolerant, but the truth is you’re mean to me a lot. Yeah, you think that I don’t notice all those sarcastic comments and those eye rolls, but I do. Hmm? I have excellent peripheral vision. On a good day, I can see my ears."
8,12,LEONARD,"Sheldon, I, I’m sorry if I hurt your feelings. I’ve been holding a lot of this in for a while."
8,12,SHELDON,"Well, I’m sorry, too. And if you want to live with Penny, then I think you should."
8,12,LEONARD,Do you mean that?
