season,episode,character,dialogue
10,1,RANDALL,"Well, what colour trash do you think they’ll believe?"
10,1,MARY,How could you think that I would spend the night with a man I just met?
10,1,SHELDON,A man named Jesus convinced you to build a church in Africa. You’re kind of a sucker.
10,1,LEONARD,"Well, nothing happened, right? It’s over. Until we get married a third time, you guys will never have to see each other again."
10,1,ALFRED,"Well, you know, actually that’s not the case. Mary may visit me in New York."
10,1,MARY,Mm-hmm. And he’s never been to Texas.
10,1,ALFRED,Maybe we meet halfway.
10,1,SHELDON,What? In the Chattahoochee National Forest in Georgia? I can’t be the only one that knows that’s halfway.
10,1,BEVERLEY,You’re not seriously going to visit each other.
10,1,ALFRED,And why wouldn’t we?
10,1,BEVERLEY,"Oh please, you’re just saying this to antagonize me."
10,1,ALFRED,"Oh, not at all. Mary happens to be a wonderful woman. And if it antagonizes you, that’s just a bonus."
10,1,LEONARD,"Mary, I’m sorry you’re in the middle of this."
10,1,MARY,"No, no, nothing to be sorry about. I genuinely like your father."
10,1,SHELDON,"What? But he’s a mediocre academic. And according to Beverley, his sexual prowess is sub-par. He’s basically Leonard with a bigger prostate."
10,1,LEONARD,Are you saying that my dad’s not good enough for your mom?
10,1,SHELDON,"Yes, while also getting in a solid dig at you. Pretty efficient, huh?"
10,1,LEONARD,This is ridiculous. I’m going across the hall.
10,1,SHELDON,But why should you get to go and leave me here with your bickering parents?
10,1,LEONARD,"Fine, then you go."
10,1,MARY,"Well, I don’t want to stay here with her. I’ll go."
10,1,ALFRED,I’ll go with you.
10,1,LEONARD,That still leaves me here with him.
10,1,SHELDON,"Hang on, hang on. We’re smart, we can figure this out. Okay, so: Mary and Beverley can’t be together. Uh, Alfred and Beverley can’t be together. Leonard and I can’t be together. Now, I could be with Alfred but I don’t like his face. Oh, here. I’ve got it."
10,1,AMY,Who’s ready for a wedding?
10,1,SHELDON,"Great, now I have to start all over."
10,1,WYATT,So how’s the world of pharmaceuticals treating you?
10,1,PENNY,Pretty good. I actually just got assigned a much better territory.
10,1,SUSAN,See what happens when you work hard?
10,1,RANDALL,"Hey, she just sells drugs. I had to make ’em."
10,1,SUSAN,"Okay, that’s enough. No more drug talk for the rest of this trip."
10,1,WYATT,I’ll drink to that.
10,1,SUSAN,Haven’t you had enough?
10,1,WYATT,Penny drinks more than I do.
10,1,PENNY,"Well, I learned from the best."
10,1,WYATT,Aw.
10,1,PENNY,Aw.
10,1,SUSAN,"Very nice, Wyatt. And you wonder why this one turned out the way he did."
10,1,RANDALL,You see what I’ve gotta put up with.
10,1,SUSAN,What you’ve gotta put up with? Why did you have to go to jail?
10,1,RANDALL,"It’s called getting caught, Mother."
10,1,LEONARD,Hello.
10,1,WYATT,"Hey, there he is."
10,1,PENNY,Hey.
10,1,SUSAN,"Oh, Leonard. It’s so nice to see you again."
10,1,LEONARD,"Oh, you, too. Hey, everyone, this is my mother, Beverley."
10,1,BEVERLEY,Hello.
10,1,SUSAN,Hi.
10,1,RANDALL,We are not white trash.
10,1,AMY,Are you excited to see your son walk down the aisle?
10,1,ALFRED,"Yes, I am. I’m just feeling a little guilty about all the trouble I’ve caused."
10,1,MARY,"Oh, so am I."
10,1,SHELDON,"You made God sad today, Mom."
10,1,AMY,"Sheldon, they haven’t done anything wrong. I think it’s nice they’re hitting it off."
10,1,SHELDON,"Well, that’s still no reason to rush into anything. I mean, look at us. We took things remarkably slow. You and I, we didn’t even hold hands for two years."
10,1,AMY,It was a lot hotter than it sounds.
10,1,ALFRED,You’re a patient young lady.
10,1,SHELDON,"Hey, hey. She’s mine, take a cold shower, grandpa."
10,1,HOWARD,Why wouldn’t that colonel say what the meeting’s about? It has to be bad news.
10,1,RAJ,"Calm down, okay? Try not to think about it."
10,1,HOWARD,That’s really stupid advice.
10,1,RAJ,You know that hurts my feelings.
10,1,HOWARD,"Calm down, try not to think about it."
10,1,RAJ,Okay.
10,1,HOWARD,Why do I bother talking to you?
10,1,RAJ,"Oh, come on. What’s the worst that could come of this meeting?"
10,1,HOWARD,"I don’t know. They take the invention away, and I get nothing?"
10,1,RAJ,"Okay, that’s not so bad. You know what happened to the scientists that worked on the Manhattan Project? The government forced them to move to the desert. They had to live in secret, and when Oppenheimer objected to what they made him do, they destroyed his reputation."
10,1,HOWARD,What’s the point of that story?
10,1,RAJ,"I just read a book about Oppenheimer, seemed like a chance to show off.    There he is, there’s my happy Hebraic homeboy. Yeah, that’s the smile I’m gonna remember when you’re living in the desert and I’m living with your wife."
10,1,BEVERLEY,"So, what do you do for a living?"
10,1,RANDALL,"Mommy, you want to take this one?"
10,1,SUSAN,"Um, Randall’s in between jobs."
10,1,RANDALL,And court appearances.
10,1,WYATT,It’s nice to meet the woman who raised this fine young man. I’m looking forward to meeting his father.
10,1,BEVERLEY,Prepare to be disappointed.
10,1,LEONARD,"And he can’t wait to meet you, too. Can I get anyone a drink?"
10,1,WYATT,"Well, I could use another beer."
10,1,SUSAN,You’re done. He’s done.
10,1,PENNY,Hey. Is everyone getting to know each other?
10,1,RANDALL,Not at all.
10,1,STUART,"Nice to see you again, Dr. Hofstadter. I’m, uh, Leonard’s friend, Stuart."
10,1,BEVERLEY,"Nice to see you, too."
10,1,STUART,"Hi, I’m Stuart."
10,1,ALFRED,"Oh, I’m Alfred. Leonard’s father."
10,1,STUART,"Oh. Oh, hi. Uh, I’m sorry, did you two want to sit together?"
10,1,TOGETHER,No.
10,1,STUART,I was wondering why the front row was available.
10,1,BERNADETTE,"Okay, I think we’re ready."
10,1,SHELDON,Why do people cry at weddings?
10,1,MARY,They’re practicing for what’s coming later.
10,1,SUSAN,Thank you for cleaning yourself up for your sister’s wedding.
10,1,RANDALL,Thank you for my new teeth.
10,1,WYATT,"Welcome to the family, Leonard. Don’t lend your new brother-in-law money."
10,1,BERNADETTE,We’re here today to celebrate love.
10,1,BEVERLEY,Urgh.
10,1,ALFRED,"Sigh louder, no one heard you."
10,1,STUART,"Really, I can move."
10,1,BERNADETTE,"Not just Leonard and Penny’s love, but the love we have for them, as well as each other."
10,1,SHELDON,"Speaking of love, STDs among the elderly are skyrocketing."
10,1,BERNADETTE,"Love is patient, but it’s not gonna put up with all the side chatter, so let’s knock it off."
10,1,HOWARD,At least she’s yelling at someone else for a change.
10,1,BERNADETTE,Howard.
10,1,PENNY,"Okay, I understand everyone’s a little tense today, so I am just gonna get to the important stuff. Leonard, standing here with you in front of our family and friends is bringing up a lot of feelings. Like what a good idea it was to elope the first time. But also how incredibly happy you make me. Thank you for marrying me. Hopefully for the last time."
10,1,LEONARD,"Penny, as a scientist, my job is to figure out why things happen. But I don’t think I’ll ever understand how someone like me could get to be with someone like you. You know, maybe I don’t"
10,1,PENNY,Oh.
10,1,BERNADETTE,Anybody have anything snarky to say about that? Didn’t think so.
10,1,ALFRED,"I’d like to say something. Beverly, I know that we don’t bring out the best in each other."
10,1,BEVERLEY,I couldn’t agree more.
10,1,STUART,That’s beautiful.
10,1,BERNADETTE,"Thank you. All right, let’s continue."
10,1,SHELDON,"Yeah, excuse me, I need to say something to someone pretty special, and I just can’t wait any longer."
10,1,AMY,It’s happening.
10,1,SHELDON,"Leonard, you and I have our ups and downs. But I have always considered you my family. Even before the recent threat of our parents fornicating like wrinkly old rabbits. I don’t always show it, but you are of great importance to me. Both of you."
10,1,PENNY,Oh.
10,1,LEONARD,Thank you.
10,1,BERNADETTE,Okay. I now pronounce you husband and wife. And weird other husband who came with the apartment.
10,1,BEVERLEY,Thank you for taking us to the airport.
10,1,LEONARD,"Hey, I’m just thrilled we’re all getting along for a minute."
10,1,ALFRED,"Yeah, me, too. Beverly, I’m sorry if I upset you."
10,1,BEVERLEY,"Water under the bridge, Alfred. Leonard, why don’t you get into the carpool lane?"
10,1,ALFRED,"Well, that’s a solid line. He can’t cross that."
10,1,LEONARD,That’s okay. I can make it over.
10,1,BEVERLEY,"No, no, let’s plod along. It’ll make your father feel more comfortable."
10,1,ALFRED,What makes me comfortable is knowing I don’t have to wake up tomorrow morning and see your sour face.
10,1,BEVERLEY,"Do the world a favour, and don’t wake up tomorrow morning."
10,1,LEONARD,That was almost a minute.
10,1,MARY,There’s a lot of traffic. Are we gonna be okay?
10,1,AMY,You’ll be at the airport an hour before your flight.
10,1,MARY,Good. Thank you.
10,1,SHELDON,Plenty of time for you to meet another geriatric boy toy.
10,1,MARY,Hey. I will not have you be disrespectful to me.
10,1,SHELDON,Yes ma’am.
10,1,AMY,"Sheldon, you’re mother’s an attractive woman. You need to get use to the fact that men are going to be interested in her."
10,1,SHELDON,"Well, and you need to drive the car and mind your business."
10,1,AMY,I will not have you be disrespectful to me.
10,1,SHELDON,"What, you’re not my mother."
10,1,MARY,Don’t you be disrespectful to her.
10,1,SHELDON,Yes ma’am.
10,1,MARY,You’ll get there. You’ve just gotta put some zing on it.
10,1,SUSAN,"Penny, I don’t know what I was worried about. You’re friends are just lovely."
10,1,PENNY,"Oh, thanks, Mom."
10,1,SUSAN,Although that Sheldon is a bit peculiar.
10,1,PENNY,Is he? I never noticed.
10,1,WYATT,He reminds me of that turkey we had who drowned looking up at the rain.
10,1,RANDALL,"Cops, cops, be cool."
10,2,SHELDON,Look at this. Elon Musk has a theory that we’re all just characters in some advanced civilization’s video game.
10,2,LEONARD,So some alien kid spent his money on the asthma-and-glasses upgrade for me?
10,2,SHELDON,"Well, he doesn’t say it’s a good game."
10,2,LEONARD,What’s up?
10,2,HOWARD,The Air Force contacted me about our quantum gyroscope. They want to have a meeting.
10,2,LEONARD,Really?
10,2,RAJ,Yeah. This military guy showed up at Howard’s door. He was terrifying.
10,2,SHELDON,"Oh, what did he say?"
10,2,RAJ,He gave me his business card and asked me to please pass it along to Howard.
10,2,SHELDON,That doesn’t sound terrifying.
10,2,RAJ,"To a white guy born here, no. If you are a brown guy whose name has a lot of syllables in it, terrifying."
10,2,LEONARD,"You realize if the military declares our research classified, they can take the whole thing away from us."
10,2,HOWARD,"And if that happens, we’ll never be able to sell it commercially."
10,2,LEONARD,There goes our big payday.
10,2,HOWARD,I was counting on that money. I need to make as much as my wife so I don’t have to try so hard in bed.
10,2,LEONARD,"You do that, too?"
10,2,HOWARD,"Oh, yeah. How do you think I stay this thin?"
10,2,SHELDON,"Gentlemen, I think we are losing sight of the real issue. We are on the precipice of becoming faceless cogs in the military-industrial complex. Isn’t that exciting?"
10,2,RAJ,"Well, you’re kidding, right?"
10,2,SHELDON,"Not at all. In Star Wars, when the stormtroopers would march in perfect formation, harassing civilians, didn’t you ever think, hey, that could be me?"
10,2,HOWARD,"Sheldon, we could be contributing to a weapons system that oppresses mankind for the next thousand years."
10,2,SHELDON,"Okay, Howard’s on board. What do you think, Leonard?"
10,2,BERNADETTE,"I’m worried about Howard. Ever since that guy from the Air Force showed up, he’s been a nervous wreck."
10,2,PENNY,"All right, we work at a giant pharmaceutical company. Get him some anti-anxiety meds."
10,2,BERNADETTE,He won’t take any pills that aren’t chewable and shaped like a Flintstone.
10,2,PENNY,"You know, when Leonard’s feeling anxious I make him take a long walk."
10,2,AMY,Does that help?
10,2,PENNY,"Well, for a while. Then he comes back."
10,2,BERNADETTE,I don’t believe this.
10,2,AMY,What’s wrong?
10,2,BERNADETTE,This guy from the office just congratulated me on being pregnant.
10,2,AMY,"You did already know, right?"
10,2,BERNADETTE,No one at the office did. Did you tell anyone?
10,2,PENNY,No. You told me not to.
10,2,BERNADETTE,"I bet it was Barbara Chen in retrovirus. She might have heard me throwing up one morning. Every since she got the hearing aid, she thinks she’s so great."
10,2,AMY,Why don’t you want anyone to know?
10,2,BERNADETTE,"‘Cause I’m up for a major immunotherapy study, and if they find out I’m pregnant they might give it to someone else."
10,2,PENNY,Would they really do that?
10,2,BERNADETTE,"I know they would, they did it to Barbara Chen last year when I told everyone she was pregnant."
10,2,RAJ,Wail till I Snapchat that my friends might be working on a top secret government project.
10,2,LEONARD,Are you crazy? You can’t put that on Snapchat.
10,2,RAJ,"Fine, I’ll put it on Facebook like a caveman."
10,2,HOWARD,"You know, maybe before our meeting we should talk to a lawyer."
10,2,LEONARD,That’s not a bad idea.
10,2,RAJ,"Well, you must have someone in your family that’s a lawyer."
10,2,HOWARD,"Why? Because I’m Jewish? That’s like me saying, hey, you’re Indian, doesn’t your cousin work in a call centre?"
10,2,RAJ,My cousin does work in a call centre.
10,2,HOWARD,And my cousin’s a lawyer.
10,2,SHELDON,"We don’t need Howard’s cousin. No, we have me."
10,2,LEONARD,"You’re not a lawyer, Sheldon, you’re just a know-it-all."
10,2,SHELDON,I am not a know-it-all. I’m a person who knows lots of things and likes to correct other people when they’re wrong.
10,2,LEONARD,That’s the definition of being a know-it-all.
10,2,SHELDON,"Or in German, a Besserwisser."
10,2,PENNY,How did you think you were gonna hide your pregnancy?
10,2,BERNADETTE,I had a plan. I kept leaving Dove Bar wrappers around to explain any weight gain.
10,2,AMY,Where did you get empty Dove Bar wrappers?
10,2,BERNADETTE,"From all the Dove Bars I ate. I’m pregnant. Try to keep up. I’m sorry, I have to go find out if my boss knows."
10,2,AMY,"Well, whatever happens, we’re here for you."
10,2,BERNADETTE,Thanks. You guys are the best.
10,2,PENNY,"Yeah, drive safe. We love you. And give us a call… Oh, my God, it was me, it was me. I’m the one who blabbed she was pregnant!"
10,2,AMY,What?
10,2,PENNY,I didn’t mean to. It just slipped out in front of her assistantone day. I…
10,2,BERNADETTE,I forgot my coat.
10,2,PENNY,"Oh, here’s your coat, honey. That’s such a cute jacket. Oh God, I feel so bad, I just lied to her."
10,2,AMY,"Oh, but you did it so well. That’s amazing, it’s like watching a sculptor, but your clay was lies."
10,2,PENNY,Is that really what’s important right now?
10,2,AMY,"I mean, seriously, you have got to let me scan your brain when you’re being dishonest so I can see what lights up."
10,2,PENNY,"That’s super helpful, Amy. Thanks a lot. I can’t wait to do that."
10,2,AMY,I can see a clump of bitch cells lightin’ up from here.
10,2,HOWARD,Give me a second to call my cousin.
10,2,SHELDON,I don’t see how a tax lawyer from Fort Lauderdale could be helpful regarding intellectual property.
10,2,HOWARD,"First of all, he’s in Boca Raton, which is better than Fort Lauderdale. But more importantly, he lasted two days on Jeopardy, so he’s clearly a smart guy."
10,2,HOWARD,"Hey, Marty. Thanks for talking to us."
10,2,MARTY,"Hey, no problem. Thanks for going to outer space so no matter what I do my mom will be disappointed in me."
10,2,HOWARD,"Well, I married a little Catholic girl, so we’re even. Anyway, this is Leonard and Sheldon. The three of us came up with the guidance system."
10,2,LEONARD,Hi.
10,2,SHELDON,Hello.
10,2,HOWARD,"And this is my friend, Raj."
10,2,RAJ,"Oh, I’m not on the patent. I’m just here because there’s a bumblebee in my office."
10,2,LEONARD,I saw it. It’s big.
10,2,HOWARD,"Anyway, like I said in the e-mail, this meeting’s on Thursday. Do you have any advice for us?"
10,2,MARTY,"Well, I don’t know much about patent law. But, uh, my advice is hear them out, offer as little information as possible, and whatever you do, don’t sign anything."
10,2,SHELDON,"Don’t sign anything? That’s your advice? Okay, so, uh, if during this meeting, one of us were to, say, complete an oil painting, you’d recommend that we leave that unsigned?"
10,2,MARTY,That’s not what I meant.
10,2,SHELDON,That’s what you said.
10,2,MARTY,That’s not what I meant.
10,2,SHELDON,"This must be how you practice law in Boca Raton, by saying things you don’t mean and meaning things you don’t say."
10,2,MARTY,"Howard, why is he yelling at me?"
10,2,SHELDON,"All right, you were on Jeopardy. Allow me to Alex Trebek this and put it in the form of a question: Who has been a complete waste of our time?"
10,2,HOWARD,"Marty, let me call you back."
10,2,LEONARD,"Someday, when I’m up on murder charges, you’ll be hearing from me."
10,2,SHELDON,You don’t need him. I’ll represent you.
10,2,PENNY,Hi.
10,2,BERNADETTE,Hey. What brings you by?
10,2,PENNY,"Oh, had to go to a sales seminar on our new sleeping pill."
10,2,BERNADETTE,Oh. How was it?
10,2,PENNY,Great.
10,2,BERNADETTE,Fell asleep?
10,2,PENNY,"In, like, two minutes. Yeah. So, how is everything going around here? Are you still upset about people finding out you’re pregnant?"
10,2,BERNADETTE,I’m furious.
10,2,PENNY,"Sure, sure. Uh, did you ever figure out who told?"
10,2,BERNADETTE,"No. I confronted Barbara Chen, but she claimed she didn’t know what I was talking about."
10,2,PENNY,"Hmm. Well, I guess it’s just gonna remain a mystery, you know, like whatever happened in that seminar after they dimmed the lights."
10,2,BERNADETTE,It had to be Barbara. I’ve been trying to figure out a way to get back at her. Do you think using her work computer to Google how to be a prostitute is over the line?
10,2,PENNY,"Uh, you know, when I was in high school, there was this girl who was talking about me behind my back, so me and all my friends, we cornered her in the bathroom and forgave her."
10,2,BERNADETTE,What kind of revenge is that? This woman screwed with my job. She’s got to pay.
10,2,PENNY,"Okay, all right, honey, you know what? There was something I was too scared to tell you yesterday, and now I’m just balls-out terrified to tell you, but the truth is it wasn’t Barbara Chen, it was me. I’m the reason everyone knows."
10,2,BERNADETTE,Why did you do that?
10,2,PENNY,"Well, it was an accident.I am so sorry I lied."
10,2,BERNADETTE,Get out.
10,2,PENNY,"Oh, you know, I also lied about the girl in the bathroom. Yeah, we actually dumped her retainer in the toilet and put it back in her mouth."
10,2,SHELDON,I don’t understand why I can’t talk at this meeting.
10,2,LEONARD,"‘Cause when you talk, it enrages people."
10,2,SHELDON,Okay. Quick question. Am I allowed to exchange pleasantries upon meeting this colonel?
10,2,LEONARD,Yes.
10,2,SHELDON,Am I allowed to inform him that Colonel Sanders was never actually in the military?
10,2,LEONARD,I’m getting enraged.
10,2,SHELDON,Fine. Ooh. Can I use text-to-speech software?
10,2,HOWARD,No.
10,2,LEONARD,Don’t speak.
10,2,COLONEL WILLIAMS,"Gentlemen, I’m Colonel Williams. Thank you for meeting with me."
10,2,LEONARD,Hi.
10,2,HOWARD,Hello.
10,2,COLONEL WILLIAMS,"So, which one of you is the brains behind all this?"
10,2,HOWARD,"It’s a group effort, but I guess if we had to pick a main brain, it would be me."
10,2,COLONEL WILLIAMS,"And because of the quantum vortices, this can run perpetually?"
10,2,LEONARD,"Exactly. Yeah, you have a good grasp of the physics."
10,2,COLONEL WILLIAMS,"Well, I’m a scientist by training."
10,2,HOWARD,Really? You’re a physicist?
10,2,COLONEL WILLIAMS,Better. I’m an engineer.
10,2,LEONARD,Where did you go to school?
10,2,COLONEL WILLIAMS,MIT.
10,2,HOWARD,"Oh. Well, hey, me, too."
10,2,COLONEL WILLIAMS,"I should have known. Behind every great invention is an MIT mind. I’ll cut to the chase. The Air Force believes there’s an application for this technology, and we’re interested in funding your research."
10,2,HOWARD,"Well, thanks, but you should know we’re a little concerned about this being used in weapons."
10,2,COLONEL WILLIAMS,"Oh, well, let me put your mind at ease. What we use it for is none of your business."
10,2,LEONARD,I don’t know how I feel about this.
10,2,COLONEL WILLIAMS,"Look, guys, it’s just a guidance system. It’s not like you’re handing us the Death Star from Star Trek. All you need to worry about is, right now, it’s this big, and we need it to be this big."
10,2,LEONARD,That’s a lot less big.
10,2,COLONEL WILLIAMS,"Yes, it’s this much less big."
10,2,HOWARD,I’m not even sure that’s possible.
10,2,COLONEL WILLIAMS,"Well, I ran it by some colleagues at MIT, and they thought they could get it done in four months."
10,2,HOWARD,Four months?
10,2,SHELDON,"Yeah, we’ll do it in two. Hi. I’m Dr. Sheldon Cooper. I’m the actual brains behind this project. Also, engineers aren’t real scientists, MIT’s a trade school, and the Death Star is from Star Wars, not Star Trek. But otherwise, thank you for your service."
10,2,AMY,"Hi. Howard told me you were working late, so I brought dinner."
10,2,BERNADETTE,"Oh, thanks. You know, I just wanted to get some work done without people congratulating me about the baby every five minutes."
10,2,AMY,I spent my day alone in the lab waiting for a rat to die of anthrax.
10,2,BERNADETTE,Did you come here to bring me dinner or to gloat?
10,2,AMY,"Well, I came to see how you were feeling, but I’m guessing still angry?"
10,2,BERNADETTE,"I’m sorry. My boss wants to meet with me, and I’m stressing."
10,2,AMY,You really think they’re gonna start treating you differently?
10,2,BERNADETTE,"Are you kidding? I’ve always been treated differently. Look at me. Listen to me. I mean, the first thought when you see me isn’t that’s a scientist, it’s I wonder if her mommy"
10,2,AMY,I am really regretting that I got you a Happy Meal.
10,2,BERNADETTE,"I’ve worked so hard to get where I am, and I don’t want to get sent back to square one because I’m pregnant."
10,2,AMY,I understand how you feel.
10,2,BERNADETTE,Thank you.
10,2,AMY,I wish there were some way I could make it better.
10,2,BERNADETTE,"Well, you brought me French fries. That’s a start."
10,2,AMY,"Uh, actually, I got you apple slices ’cause you’re pregnant."
10,2,BERNADETTE,Apple slices? What kind of lunatic goes to McDonald’s and gets fruit?
10,2,AMY,I’ll be right back.
10,2,BERNADETTE,And a chocolate shake.
10,2,PENNY,Hi.
10,2,SHELDON,Hello.
10,2,PENNY,What are you doing?
10,2,SHELDON,"Oh, Leonard’s mad at me, so I’m making him lemon bars."
10,2,PENNY,Does he even like lemon bars?
10,2,SHELDON,"Not really. But I’m mad at him, too, so lemon bars it is."
10,2,PENNY,Something happen at the meeting?
10,2,SHELDON,They made me promise I wouldn’t talk.
10,2,PENNY,And you talked?
10,2,SHELDON,"Well, now, see? You knew what was gonna happen. Why didn’t they? Anyway, now we’re committed to completing this project in a ridiculously short time frame, and everyone’s upset with me."
10,2,PENNY,"Well, if it makes you feel any better, Bernadette’s mad at me, too."
10,2,SHELDON,"Mm. If it makes you feel any better, a parasitoid wasp known as Oobius depressus has been rediscovered after 101 years of presumed extinction."
10,2,PENNY,Why would that make me feel better?
10,2,SHELDON,Why would your Bernadette thing make me feel better? At least mine was educational.
10,2,PENNY,Okay. Never mind.
10,2,SHELDON,"Look, I’m sorry. Tell me why Bernadette is upset with you."
10,2,PENNY,"Well, I told people at work that she’s pregnant. She wasn’t ready for them to know."
10,2,SHELDON,Why would you do that?
10,2,PENNY,"Well, it just slipped out. I feel terrible."
10,2,SHELDON,"See, that’s exactly what happened to me, except that I said it on purpose, and I have no regrets."
10,2,RAJ,Is it even possible to get this done in two months?
10,2,HOWARD,"Well, maybe. I don’t know. We’ll have to work 12 hours a day, seven days a week."
10,2,LEONARD,"Which means I won’t be able to make Penny breakfast every day, and she’ll realize my brioche French toast was the only thing keeping her in the marriage."
10,2,HOWARD,I love your French toast.
10,2,LEONARD,"Oh, thanks, man."
10,2,RAJ,"So, why did you guys even agree to the deadline?"
10,2,HOWARD,We didn’t. Sheldon did.
10,2,RAJ,And you just let him?
10,2,LEONARD,"Well, the colonel said it was for the good of the country, and the funding is substantial."
10,2,HOWARD,"No, but mostly, there was an awkward pause, and I broke it by saying okay."
10,2,RAJ,So I guess I won’t be seeing you guys for a while.
10,2,LEONARD,"Oh, looks like it."
10,2,RAJ,"Wow. You’re going off to work with the military, leaving me behind. Now I know how all those army wives feel."
10,2,HOWARD,Would you stop? We’re just gonna be on the other side of campus.
10,2,RAJ,And right here.
10,2,HOWARD,You are a deeply silly man.
10,2,RAJ,He is so afraid of his feelings.
10,2,PENNY,"Oh, hi."
10,2,BERNADETTE,Got a minute?
10,2,PENNY,"Yeah, come on in."
10,2,BERNADETTE,I just wanted to apologize. I know what you did was an accident.
10,2,PENNY,"Oh, thank you, and I’m sorry I lied about it."
10,2,BERNADETTE,"For what it’s worth, you’re a great liar."
10,2,PENNY,"Oh, that’s what Amy said. So what’s going on with the research project? Are they gonna let you run it?"
10,2,BERNADETTE,"Well, my boss said he hadn’t decided yet, so I gently reminded him that he’s an old rich white guy, and I’m a sweet little pregnant lady who’s not afraid to crying front of a jury."
10,2,PENNY,You threatened to sue?
10,2,BERNADETTE,"Hey, I learned a long time ago, when you’re four feet eleven and eye level with every guy’s crotch, that’s where you punch."
10,2,PENNY,That’s funny. I learned something totally different.
10,2,BERNADETTE,Do you know what? It’s just a research project. The most important job in the world is gonna be raising this child. It’s all I need to give my life meaning.
10,2,PENNY,"Oh, that’s so beautiful."
10,2,BERNADETTE,"You believe me? Oh, good. 11 more chumps like you, I’ll have the jury eating out of my hand."
10,2,SHELDON,I never realized this building was classified.
10,2,HOWARD,Maybe that’s because it’s classified.
10,2,LEONARD,Wish we weren’t so far from my parking space.
10,2,SHELDON,"The way you put away those lemon bars, perhaps that’s a good thing."
10,2,LEONARD,I’d like to reinstate the you-not-talking rule.
10,2,SHELDON,Why? It clearly doesn’t work.
10,2,HOWARD,I guess this is it.
10,2,LEONARD,Is that a retinal scanner?
10,2,HOWARD,Let’s find out.
10,2,SCANNER,"Howard Wolowitz, access granted."
10,2,LEONARD,No way.
10,2,SHELDON,Impressive.
10,2,LEONARD,"Oh, my turn, my turn."
10,2,SCANNER,"Leonard Hofstadter, access granted."
10,2,LEONARD,I didn’t even have to take my glasses off/
10,2,LEONARD AND SHELDON,It knows.
10,2,HOWARD,"Oh, oh, oh, oh, guys, hold me upside down."
10,2,SCANNER,"Howard Wolowitz, access granted."
10,2,ALL,Yay.
10,3,HOWARD,It’s pretty late. You think I’ve got time to run some more simulations on the cooling system?
10,3,LEONARD,"Sure, I’m still figuring out the thermo-acoustic expander."
10,3,SHELDON,"Oh, while you do that I am going to pump cerebral spinal fluid through my brain cells to remove the metabolic by-products of the day’s thoughts."
10,3,HOWARD,What?
10,3,SHELDON,"It’s called sleep and it’s my bedtime. Nighty-night, y’all."
10,3,HOWARD,"Hey, hey, hey, you’re not going anywhere."
10,3,LEONARD,We only have two months to deliver this to the Air Force because of you.
10,3,SHELDON,"I know, I was there."
10,3,HOWARD,"Well, wake up, we’re gonna put in a lot of late nights."
10,3,SHELDON,How late?
10,3,HOWARD,"Well, I don’t know, midnight, one."
10,3,SHELDON,One o’clock? I’m not a raccoon.
10,3,HOWARD,"If you’re tired, have some coffee."
10,3,SHELDON,What? You have some coffee.
10,3,HOWARD,I am having coffee.
10,3,SHELDON,And look how irritable it’s making you!
10,3,LEONARD,"Guys, we’re not gonna get anything done if we start fighting. Now, can you please try"
10,3,SHELDON,Fine.    I don’t think I can go much longer.
10,3,LEONARD,"It’s been three and a half minutes, wake up."
10,3,SHELDON,I had a bad dream that my best friend became a tyrant and forced me to stay up all night to work.
10,3,LEONARD,"Oh, I had a good dream that when I carried you to bed, I let your head hit the wall and I laughed."
10,3,PENNY,Good morning.
10,3,LEONARD,What is this?
10,3,AMY,"Well, we didn’t see you last night, we’re not gonna see you today, so we thought we could have breakfast together."
10,3,LEONARD,"Oh, that is so nice."
10,3,SHELDON,"Ow, it does hurt."
10,3,LEONARD,"So, what are you guys gonna do today?"
10,3,AMY,"Well, Sheldon was supposed to go to this party with me this afternoon, but I don’t think that’s happening."
10,3,SHELDON,"Oh, that was never happening."
10,3,PENNY,"Oh, I’ll go. I like a party."
10,3,AMY,"Well, to be honest, it’s not like a party party, it’s more like a gathering where scientists of different disciplines get together to share their work and keep current on what’s going on in other fields. I don’t know why I called it a party, sorry."
10,3,PENNY,"It’s okay, I’ll still go."
10,3,LEONARD,You don’t think you’ll be bored?
10,3,PENNY,"Oh, I’ll have some wine and listen to people go on about crap I don’t understand. I mean, how is it any different than every single day of my life?"
10,3,SHELDON,I won’t be there.
10,3,LEONARD,": Look at that, it is a party."
10,3,HOWARD,Sorry I have to work all weekend.
10,3,BERNADETTE,It’s okay.
10,3,HOWARD,Thanks again for breakfast.
10,3,RAJ,"Well, I didn’t get to see you last night. It was the least I could do."
10,3,BERNADETTE,You shouldn’t have made the alarm code his birthday.
10,3,RAJ,"So, what should we do today?"
10,3,BERNADETTE,"Oh, I appreciate it, but you don’t have to spend your day off with me."
10,3,RAJ,"Well, I don’t mind. Oh, you want go to the mall and look at baby stuff?"
10,3,BERNADETTE,Not really.
10,3,RAJ,"Oh, come on, we could share a pretzel and get sideways glances from racist old ladies."
10,3,BERNADETTE,I get enough of that when I take Howard to my grandmother’s for Christmas.
10,3,RAJ,"Oh, I know, why don’t we get started on clearing out the baby’s room?"
10,3,BERNADETTE,Isn’t it a little early for that?
10,3,RAJ,You have to get to it eventually.
